,datemissao,idedocumento,Ano,Mês,Partido,UF,Nome do Parlamentar,Descrição,Fornecedor,Valor do Documento,Valor Glosa,Valor Líquido,vlrrestituicao,Região
3592,2020-02-18 00:00:00,7017584,2020,2,MDB,MA,João Marcelo Souza,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,Duvel Distribuidora de Veículos e Peças Ltda,7600.0,0.0,7600.0,,Nordeste
3593,2020-01-18 00:00:00,6996460,2020,1,MDB,MA,João Marcelo Souza,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,Duvel Distribuidora de Veículos e Peças Ltda,7600.0,0.0,7600.0,,Nordeste
3594,2020-01-23 00:00:00,6997351,2020,1,MDB,MA,João Marcelo Souza,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,FIDELITY PRODUÇÕES EVENTOS,4850.0,0.0,4850.0,,Nordeste
3595,2020-02-18 00:00:00,7019756,2020,2,MDB,MA,João Marcelo Souza,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,FIDELITY PRODUÇÕES EVENTOS,4850.0,0.0,4850.0,,Nordeste
3596,2020-02-05 00:00:00,7011959,2020,2,PL,RJ,Gelson Azevedo,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,LUCAS PAULINO DE SOUSA NOGUEIRA,390.9,5.5,385.4,,Sudeste
3597,2020-02-07 00:00:00,7011985,2020,2,PL,RJ,Gelson Azevedo,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,LUCAS PAULINO DE SOUSA NOGUEIRA,235.0,0.0,235.0,,Sudeste
3598,2020-02-04 00:00:00,7003768,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO AGUAS CLARAS LTDA,110.0,0.0,110.0,,Sudeste
3599,2020-03-10 00:00:00,7032076,2020,3,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO AGUAS CLARAS LTDA,102.0,0.0,102.0,,Sudeste
3600,2020-02-21 00:00:00,7026186,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO DE GASOLINA RECREIO LTDA,423.13,0.0,423.13,,Sudeste
3601,2020-02-29 00:00:00,7026166,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO PICA PAU,100.02,0.0,100.02,,Sudeste
3602,2020-02-17 00:00:00,7016447,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,BARRA 3 POSTO DE GASOLINA LTDA,220.72,0.0,220.72,,Sudeste
3603,2020-02-17 00:00:00,7016438,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,BRASAL COMBUSTIVEIS LTDA,100.0,0.0,100.0,,Sudeste
3604,2020-01-08 00:00:00,7005373,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,CARREFOUR COMERCIO E INDUSTRIA LTDA,400.45,0.0,400.45,,Sudeste
3605,2020-01-06 00:00:00,7005369,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,CARREFOUR COMERCIO E INDUSTRIA LTDA,353.89,0.0,353.89,,Sudeste
3606,2020-02-18 00:00:00,7017985,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,200.0,0.0,200.0,,Sudeste
3607,2020-01-16 00:00:00,7005381,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,337.95,0.0,337.95,,Sudeste
3608,2020-01-24 00:00:00,7005363,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,360.48,0.0,360.48,,Sudeste
3609,2020-02-06 00:00:00,7012990,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,100.0,0.0,100.0,,Sudeste
3610,2020-02-11 00:00:00,7013000,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,198.01,0.0,198.01,,Sudeste
3611,2020-02-13 00:00:00,7016449,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,247.76,0.0,247.76,,Sudeste
3612,2020-03-05 00:00:00,7032133,2020,3,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,280.94,0.0,280.94,,Sudeste
3613,2020-03-07 00:00:00,7032110,2020,3,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,GALAPAGOS CENTRO AUTOMOTIVO LTDA,206.63,0.0,206.63,,Sudeste
3614,2020-02-06 00:00:00,7013004,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,MATTAR E MATTAR AUTO POSTO LTDA,290.0,0.0,290.0,,Sudeste
3615,2020-01-15 00:00:00,7005357,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DE ABASTECIMENTO SERVICOS E COM LINHA AMARELA LTDA,250.0,0.0,250.0,,Sudeste
3616,2020-02-10 00:00:00,7012982,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DE COMBUSTIVEIS AMEGAS LTDA,200.0,0.0,200.0,,Sudeste
3617,2020-02-08 00:00:00,7012995,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DE GASOLINA AMIGAO DA DUTRA LTDA,200.0,0.0,200.0,,Sudeste
3618,2020-03-08 00:00:00,7032120,2020,3,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DE GASOLINA DAS AMERICAS LTDA,434.46,0.0,434.46,,Sudeste
3619,2020-02-03 00:00:00,7005344,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DE GASOLINA NUMERO 1 DA POSSE LTDA,200.0,0.0,200.0,,Sudeste
3620,2020-03-03 00:00:00,7026191,2020,3,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO FMDA DUTRA LTDA,200.02,0.0,200.02,,Sudeste
3621,2020-01-27 00:00:00,7005392,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO RIO SAO PAULO LTDA,285.0,0.0,285.0,,Sudeste
3622,2020-01-30 00:00:00,7005349,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO RIO SAO PAULO LTDA,284.29,0.0,284.29,,Sudeste
3623,2020-02-19 00:00:00,7026149,2020,2,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO RIO SAO PAULO LTDA,300.0,0.0,300.0,,Sudeste
3624,2020-01-20 00:00:00,7005337,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO VICOM LTDA,200.0,0.0,200.0,,Sudeste
3625,2020-01-11 00:00:00,7005389,2020,1,PL,RJ,Gelson Azevedo,COMBUSTÍVEIS E LUBRIFICANTES.,TURNPIKE 4321 AUTO POSTO BAR E LANCHONETE BAZAR E,199.99,0.0,199.99,,Sudeste
3626,2020-02-04 00:00:00,7016540,2020,1,PL,RJ,Gelson Azevedo,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,787.83,3.53,784.3,,Sudeste
3627,2020-03-04 00:00:00,7029551,2020,3,PL,RJ,Gelson Azevedo,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,599.97,0.0,599.97,,Sudeste
3629,2020-02-14 12:04:11,0,2020,2,PL,RJ,Gelson Azevedo,SERVIÇOS POSTAIS,CORREIOS - ENCOMENDA PAC,42.41,0.0,42.41,,Sudeste
3630,2020-02-04 18:17:46,0,2020,2,PL,RJ,Gelson Azevedo,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL COM AR,41.81,0.0,41.81,,Sudeste
3631,2020-03-09 00:00:00,7032102,2020,3,PL,RJ,Gelson Azevedo,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,A C F SOARES DOS SANTOS BAR E RESTAURANTE ME,95.0,0.0,95.0,,Sudeste
3632,2020-02-28 00:00:00,7026180,2020,2,PL,RJ,Gelson Azevedo,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,CT BOUCHERIE PRODUTOS ALIMENTICIOS LTDA,84.19,9.69,74.5,,Sudeste
3633,2020-02-17 00:00:00,7017999,2020,2,PL,RJ,Gelson Azevedo,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,PARIS6 BRASILIA BISTRO E RESTAURANTE LTDA,107.8,9.8,98.0,,Sudeste
3634,2020-03-10 00:00:00,7032324,2020,3,PL,RJ,Gelson Azevedo,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,SB CHURRASCARIA LTDA,152.32,0.0,152.32,,Sudeste
3635,2020-01-31 00:00:00,7002414,2020,1,PL,RJ,Gelson Azevedo,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,AUTOMOBILE - LOCAÇÃO DE VEICULOS LTDA EPP,3800.0,0.0,3800.0,,Sudeste
3636,2020-01-27 00:00:00,7003141,2020,1,PL,RJ,Gelson Azevedo,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,JR LOCAÇÕES DE VEÍCULOS E MAQUINAS EIRELI  EP,6000.0,0.0,6000.0,,Sudeste
3637,2020-02-21 00:00:00,7024023,2020,2,PL,RJ,Gelson Azevedo,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,JR LOCAÇÕES DE VEÍCULOS E MAQUINAS EIRELI  EP,6000.0,0.0,6000.0,,Sudeste
3638,2020-01-31 00:00:00,7003305,2020,1,PL,RJ,Gelson Azevedo,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR,755.72,0.0,755.72,,Sudeste
3639,2020-02-28 00:00:00,7023706,2020,2,PL,RJ,Gelson Azevedo,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR,456.22,0.0,456.22,,Sudeste
3640,2020-01-07 00:00:00,1723804,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,567.85,0.0,567.85,,Sudeste
3641,2020-01-07 00:00:00,1723805,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,350.57,0.0,350.57,,Sudeste
3642,2020-01-07 00:00:00,1723806,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3643,2020-01-07 00:00:00,1723807,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,386.85,0.0,386.85,,Sudeste
3644,2020-01-07 00:00:00,1723808,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3645,2020-01-07 00:00:00,1723810,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,702.85,0.0,702.85,,Sudeste
3646,2020-01-07 00:00:00,1723811,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,700.57,0.0,700.57,,Sudeste
3647,2020-01-07 00:00:00,1723812,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,509.85,0.0,509.85,,Sudeste
3648,2020-01-07 00:00:00,1723813,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3649,2020-01-07 00:00:00,1723815,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,356.85,0.0,356.85,,Sudeste
3650,2020-01-07 00:00:00,1723818,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,405.57,0.0,405.57,,Sudeste
3651,2020-01-07 00:00:00,1723827,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3652,2020-01-07 00:00:00,1723830,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,405.57,0.0,405.57,,Sudeste
3653,2020-01-07 00:00:00,1723832,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3654,2020-01-07 00:00:00,1723834,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3655,2020-01-07 00:00:00,1723836,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3656,2020-01-08 00:00:00,1723917,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,407.85,0.0,407.85,,Sudeste
3657,2020-01-08 00:00:00,1723918,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,700.57,0.0,700.57,,Sudeste
3658,2020-01-08 00:00:00,1723925,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3659,2020-01-08 00:00:00,1723927,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3660,2020-01-08 00:00:00,1723928,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,509.85,0.0,509.85,,Sudeste
3661,2020-01-08 00:00:00,1723930,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3662,2020-01-08 00:00:00,1723931,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3663,2020-01-09 00:00:00,1723961,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3664,2020-01-09 00:00:00,1723966,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3665,2020-01-09 00:00:00,1723974,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3666,2020-01-09 00:00:00,1724122,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,354.57,0.0,354.57,,Sudeste
3667,2020-01-09 00:00:00,1723979,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3668,2020-01-09 00:00:00,1723982,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,279.57,0.0,279.57,,Sudeste
3669,2020-01-09 00:00:00,1723986,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3670,2020-01-09 00:00:00,1723987,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,279.57,0.0,279.57,,Sudeste
3671,2020-01-09 00:00:00,1723988,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,799.57,0.0,799.57,,Sudeste
3672,2020-01-09 00:00:00,1723990,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,799.57,0.0,799.57,,Sudeste
3673,2020-01-09 00:00:00,1723991,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,407.85,0.0,407.85,,Sudeste
3674,2020-01-14 00:00:00,1724127,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,521.85,0.0,521.85,,Sudeste
3675,2020-01-14 00:00:00,1724128,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,1070.57,0.0,1070.57,,Sudeste
3676,2020-01-14 00:00:00,1724131,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,1070.57,0.0,1070.57,,Sudeste
3677,2020-01-14 00:00:00,1724132,2020,1,PL,RJ,Gelson Azevedo,Emissão Bilhete Aéreo,Cia Aérea - TAM,281.85,0.0,281.85,,Sudeste
3678,2020-02-08 00:00:00,7016580,2020,2,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Águas de Joinville,93.83,0.0,93.83,,Sul
3679,2020-01-09 00:00:00,7006402,2020,1,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Águas de Joinville,93.83,0.0,93.83,,Sul
3680,2020-03-02 00:00:00,7022752,2020,2,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,catarina cardoso corretora de imoveis LTDA,3126.0,0.0,3126.0,,Sul
3681,2020-02-02 00:00:00,7001861,2020,1,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,catarina cardoso corretora de imoveis LTDA,3126.0,0.0,3126.0,,Sul
3682,2020-02-11 00:00:00,7016558,2020,2,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Celesc – Centrais Eletrica de Santa Catarina,238.99,2.59,236.4,,Sul
3683,2020-01-10 00:00:00,7006391,2020,1,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,CELESC DISTRIBUICAO S.A,167.15,4.39,162.76,,Sul
3684,2020-02-04 00:00:00,7004237,2020,2,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,1798.3,0.0,1798.3,,Sul
3685,2020-03-10 00:00:00,7031864,2020,3,PSD,SC,Darci de Matos,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,1507.9,0.0,1507.9,,Sul
3686,2020-03-10 00:00:00,7031145,2020,3,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,BRASAL COMBUSTIVEIS LTDA,210.05,0.0,210.05,,Sul
3687,2020-01-02 00:00:00,6992119,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,PIONEIRO COM VAREJISTA DE DERIVADO DE PETROLEO LTDA,1500.01,0.0,1500.01,,Sul
3688,2020-02-03 00:00:00,7001856,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,PIONEIRO COM VAREJISTA DE DERIVADO DE PETROLEO LTDA,2015.52,0.0,2015.52,,Sul
3689,2019-12-18 00:00:00,7002017,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,PIONEIRO COM VAREJISTA DE DERIVADO DE PETROLEO LTDA,190.0,0.0,190.0,,Sul
3690,2020-03-02 00:00:00,7022763,2020,3,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,PIONEIRO COM VAREJISTA DE DERIVADO DE PETROLEO LTDA,2100.0,0.0,2100.0,,Sul
3691,2020-02-05 00:00:00,7007663,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DISBRAVE IMPERIAL LTDA,189.99,0.0,189.99,,Sul
3692,2020-01-24 00:00:00,7027404,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,97.34,0.0,97.34,,Sul
3693,2020-01-29 00:00:00,7027444,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,220.07,0.0,220.07,,Sul
3694,2020-01-31 00:00:00,7027464,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,195.69,0.0,195.69,,Sul
3695,2020-02-05 00:00:00,7027503,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,231.39,0.0,231.39,,Sul
3696,2020-01-25 00:00:00,7027421,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,248.26,0.0,248.26,,Sul
3697,2020-01-25 00:00:00,7002860,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,1829.28,0.0,1829.28,,Sul
3698,2020-03-06 00:00:00,7031132,2020,3,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,2146.87,0.0,2146.87,,Sul
3699,2020-02-03 00:00:00,7027493,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,198.31,0.0,198.31,,Sul
3700,2020-02-06 00:00:00,7027518,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GETULIO LTDA,166.34,0.0,166.34,,Sul
3701,2020-02-11 00:00:00,7016635,2020,2,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GUARA- DISBRAVE COMBUSTIVEIS LTDA,204.96,0.0,204.96,,Sul
3702,2020-01-20 00:00:00,7002021,2020,1,PSD,SC,Darci de Matos,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO GUARA- DISBRAVE COMBUSTIVEIS LTDA,151.29,0.0,151.29,,Sul
3703,2020-03-04 00:00:00,7027529,2020,2,PSD,SC,Darci de Matos,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",SANTA CATARINA PESQUISAS E CONSULTORIA DE OPINIAO PUBLICA LT,2000.0,0.0,2000.0,,Sul
3704,2020-03-02 00:00:00,7022914,2020,2,PSD,SC,Darci de Matos,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R2HO MARKETING DIGITAL LTDA,5000.0,0.0,5000.0,,Sul
3705,2020-02-03 00:00:00,7002856,2020,1,PSD,SC,Darci de Matos,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R2OH MARKETING DIGITAL LTDA.,5000.0,0.0,5000.0,,Sul
3707,2020-02-01 00:00:00,7016600,2020,2,PSD,SC,Darci de Matos,TELEFONIA,Telefônica Brasil S.A. VIVO,178.18,0.0,178.18,,Sul
3708,2020-01-01 00:00:00,7006428,2020,1,PSD,SC,Darci de Matos,TELEFONIA,VIVO TELEFONICA BRASIL S.A.,178.18,0.0,178.18,,Sul
3709,2020-01-25 00:00:00,7002865,2020,1,PSD,SC,Darci de Matos,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",PETRY PLAZA,229.5,0.0,229.5,,Sul
3710,2020-02-08 00:00:00,7028898,2020,2,PSD,SC,Darci de Matos,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",RB HOTELARIA EIRELI,334.0,0.0,334.0,,Sul
3711,2020-01-17 00:00:00,7001877,2020,1,PSD,SC,Darci de Matos,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,NABHAN LOCADORA DE VEÍCULOS S/S LTDA,7989.6,0.0,7989.6,,Sul
3712,2020-01-20 00:00:00,1723568,2020,1,PSD,SC,Darci de Matos,Emissão Bilhete Aéreo,Cia Aérea - AZUL,493.57,0.0,493.57,,Sul
3713,2020-01-20 00:00:00,1724386,2020,1,PSD,SC,Darci de Matos,Emissão Bilhete Aéreo,Cia Aérea - TAM,1148.03,0.0,1148.03,,Sul
3714,2020-01-20 00:00:00,1724387,2020,1,PSD,SC,Darci de Matos,Emissão Bilhete Aéreo,Cia Aérea - TAM,562.57,0.0,562.57,,Sul
3715,2020-01-20 00:00:00,6996814,2020,1,PP,GO,Adriano do Baldy,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,CENTER ALVES PRODUTOS DE LIMPEZA E MATERIAIS DO LAZER LTDA M,450.0,0.0,450.0,,Centro Oeste
3716,2020-01-22 00:00:00,7012366,2020,1,PP,GO,Adriano do Baldy,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,CLARO,395.12,0.0,395.12,,Centro Oeste
3717,2020-02-03 00:00:00,7012849,2020,1,PP,GO,Adriano do Baldy,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,CONDE & DELL ARINGA - DES DE SOFTWARES,450.0,0.0,450.0,,Centro Oeste
3718,2020-01-08 00:00:00,6996828,2020,1,PP,GO,Adriano do Baldy,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Cristal Consultoria Imobiliaria Aluguel Ltda,1250.0,0.0,1250.0,,Centro Oeste
3719,2020-01-13 00:00:00,6996820,2020,1,PP,GO,Adriano do Baldy,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,ENEL - COMPANHIA DE ENERGIA ELÉTRICA,261.28,0.0,261.28,,Centro Oeste
3720,2020-02-11 00:00:00,7012946,2020,2,PP,GO,Adriano do Baldy,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,SILVA E SALES LTDA - ME,380.4,0.0,380.4,,Centro Oeste
3721,2020-01-02 00:00:00,6996810,2020,1,PP,GO,Adriano do Baldy,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO ASTRO DA MUTIRAO LTDA,622.64,0.0,622.64,,Centro Oeste
3722,2020-01-15 00:00:00,6996803,2020,1,PP,GO,Adriano do Baldy,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO GOLDEN GAS 202 LTDA,285.03,0.0,285.03,,Centro Oeste
